user_id,store_name,id,agent_id,icon_url,stage,create_at,update_at
1760,DeliciousSpotKitchen,97,2529,https://buket_name.s3.ap-northeast-1.amazonaws.com/smile.jpg,EXISTING,2024-02-20T14:30:57.826808,2024-07-07T06:15:27.836458
1176,RusticHouseGrill,152,2426,https://buket_name.s3.ap-northeast-1.amazonaws.com/them.jpg,NEW,2024-04-07T11:17:13.826813,2024-06-08T06:47:04.836481
1028,CharmingHutEatery,862,2328,https://buket_name.s3.ap-northeast-1.amazonaws.com/be.tiff,PROSPECT,2024-11-04T14:49:52.826817,2024-03-23T05:30:20.836504
1009,SunnyPlateCafe,954,2967,https://buket_name.s3.ap-northeast-1.amazonaws.com/phone.bmp,NEW,2024-08-24T05:53:23.826821,2024-06-27T13:38:01.836526
1780,CozyCornerBakery,329,2895,https://buket_name.s3.ap-northeast-1.amazonaws.com/say.gif,NEW,2023-12-10T23:11:18.826826,2024-10-05T10:39:56.836550
1903,CozyHouseDiner,578,2973,https://buket_name.s3.ap-northeast-1.amazonaws.com/collection.jpeg,NEW,2024-08-10T18:17:51.826831,2023-12-06T04:37:57.836571
1687,CharmingLoungeEatery,233,2236,https://buket_name.s3.ap-northeast-1.amazonaws.com/dog.gif,PROSPECT,2024-01-24T09:59:20.826835,2023-11-30T23:32:27.836595
1522,CozyTableBakery,238,2687,https://buket_name.s3.ap-northeast-1.amazonaws.com/line.tiff,PROSPECT,2024-01-07T14:39:49.826839,2024-05-08T17:53:09.836619
1003,SpicyTableCafe,813,2275,https://buket_name.s3.ap-northeast-1.amazonaws.com/see.jpg,NEW,2024-06-12T16:05:57.826844,2024-10-28T16:02:45.836642
1737,CharmingSpotBistro,600,2016,https://buket_name.s3.ap-northeast-1.amazonaws.com/out.tiff,EXISTING,2024-02-03T07:20:26.826849,2024-02-04T00:53:43.836664
1020,CozyPlateKitchen,702,2556,https://buket_name.s3.ap-northeast-1.amazonaws.com/almost.jpg,NEW,2024-09-16T12:59:18.826853,2024-05-06T07:26:51.836686
1707,SunnyHutDiner,897,2588,https://buket_name.s3.ap-northeast-1.amazonaws.com/try.jpg,NEW,2024-06-09T14:17:34.826857,2024-09-13T15:07:08.836709
1205,SpicyHouseCafe,240,2935,https://buket_name.s3.ap-northeast-1.amazonaws.com/out.tiff,NEW,2023-12-12T02:42:49.826862,2024-10-22T00:20:05.836732
1669,RusticHutCafe,582,2646,https://buket_name.s3.ap-northeast-1.amazonaws.com/sport.jpg,EXISTING,2024-11-24T20:50:35.826866,2023-12-18T03:12:27.836757
1946,SpicyPlateDiner,321,2279,https://buket_name.s3.ap-northeast-1.amazonaws.com/security.tiff,NEW,2024-01-24T12:52:59.826871,2024-08-31T23:10:38.836781
1019,GoldenCornerKitchen,786,2445,https://buket_name.s3.ap-northeast-1.amazonaws.com/company.bmp,NEW,2024-11-13T17:59:00.826876,2024-06-26T12:06:01.836808
1447,DeliciousGardenBar,690,2630,https://buket_name.s3.ap-northeast-1.amazonaws.com/attack.jpg,NEW,2024-06-10T03:52:26.826880,2024-11-16T20:04:41.836832
1703,CozyTableBistro,388,2843,https://buket_name.s3.ap-northeast-1.amazonaws.com/science.jpeg,PROSPECT,2024-11-19T13:10:38.826885,2024-01-07T21:25:16.836857
1860,GoldenGardenBistro,670,2110,https://buket_name.s3.ap-northeast-1.amazonaws.com/likely.gif,NEW,2024-02-22T06:38:15.826889,2024-09-16T23:21:11.836880
1098,CozySpotEatery,955,2884,https://buket_name.s3.ap-northeast-1.amazonaws.com/value.png,NEW,2023-12-19T20:04:41.826894,2024-11-10T11:19:35.836903
1700,GoldenHouseBistro,4,2357,https://buket_name.s3.ap-northeast-1.amazonaws.com/whatever.jpg,NEW,2024-08-17T04:38:25.826899,2024-09-28T23:36:21.836926
1115,RusticLoungeBar,98,2813,https://buket_name.s3.ap-northeast-1.amazonaws.com/PM.png,EXISTING,2024-10-20T12:00:14.826903,2024-05-26T04:49:34.836949
1187,SpicyCornerDiner,300,2285,https://buket_name.s3.ap-northeast-1.amazonaws.com/usually.bmp,PROSPECT,2024-10-25T19:33:21.826908,2024-11-06T17:18:29.836973
1764,RusticHouseGrill,45,2454,https://buket_name.s3.ap-northeast-1.amazonaws.com/miss.bmp,PROSPECT,2024-01-12T05:11:06.826912,2024-02-24T09:44:00.836995
1042,CozyTableKitchen,410,2561,https://buket_name.s3.ap-northeast-1.amazonaws.com/forget.jpeg,NEW,2024-09-09T12:28:16.826917,2024-07-21T01:43:57.837017
1682,SunnyCornerCafe,805,2190,https://buket_name.s3.ap-northeast-1.amazonaws.com/apply.jpg,NEW,2024-01-04T16:54:51.826921,2024-06-21T17:41:42.837040
1720,GoldenLoungeBakery,583,2752,https://buket_name.s3.ap-northeast-1.amazonaws.com/cup.jpg,PROSPECT,2024-05-25T06:36:52.826926,2023-12-22T06:05:55.837063
1035,DeliciousTableKitchen,656,2895,https://buket_name.s3.ap-northeast-1.amazonaws.com/property.png,PROSPECT,2024-10-05T04:57:01.826930,2024-11-02T04:30:10.837086
1679,SpicySpotBar,178,2945,https://buket_name.s3.ap-northeast-1.amazonaws.com/third.bmp,PROSPECT,2024-10-23T15:25:34.826935,2024-10-15T11:39:15.837108
1070,DeliciousPlateKitchen,85,2409,https://buket_name.s3.ap-northeast-1.amazonaws.com/case.tiff,PROSPECT,2023-12-27T01:01:06.826939,2023-12-13T14:53:14.837130
1907,GoldenLoungeBar,204,2624,https://buket_name.s3.ap-northeast-1.amazonaws.com/interest.bmp,PROSPECT,2024-09-07T17:01:32.826953,2024-04-04T11:14:29.837153
1240,DeliciousGardenEatery,431,2563,https://buket_name.s3.ap-northeast-1.amazonaws.com/key.tiff,NEW,2024-08-24T16:00:18.826958,2023-12-19T08:26:01.837176
1211,GoldenHutBakery,694,2329,https://buket_name.s3.ap-northeast-1.amazonaws.com/about.jpeg,PROSPECT,2024-04-25T15:55:46.826963,2024-01-31T13:44:14.837200
1933,RusticCornerEatery,745,2126,https://buket_name.s3.ap-northeast-1.amazonaws.com/address.gif,NEW,2024-06-06T16:18:08.826967,2024-07-04T23:34:49.837223
1514,GoldenHouseBistro,87,2812,https://buket_name.s3.ap-northeast-1.amazonaws.com/somebody.tiff,NEW,2024-02-22T17:31:49.826972,2024-04-14T22:05:17.837247
1981,CharmingSpotBakery,511,2172,https://buket_name.s3.ap-northeast-1.amazonaws.com/test.bmp,EXISTING,2023-12-02T01:09:38.826976,2024-01-26T02:21:49.837269
1556,DeliciousCornerBakery,162,2741,https://buket_name.s3.ap-northeast-1.amazonaws.com/newspaper.tiff,PROSPECT,2023-12-25T04:50:30.826981,2024-05-22T22:38:02.837292
1478,RusticHouseCafe,88,2958,https://buket_name.s3.ap-northeast-1.amazonaws.com/billion.png,EXISTING,2024-11-15T07:53:59.826986,2024-03-16T18:34:42.837314
1712,GoldenCornerKitchen,941,2060,https://buket_name.s3.ap-northeast-1.amazonaws.com/by.gif,NEW,2024-03-17T01:44:44.826990,2023-12-22T08:47:34.837338
1864,RusticSpotBar,660,2107,https://buket_name.s3.ap-northeast-1.amazonaws.com/range.png,PROSPECT,2024-10-28T01:07:05.826994,2024-09-27T12:32:07.837362
1790,CozySpotKitchen,414,2636,https://buket_name.s3.ap-northeast-1.amazonaws.com/TV.gif,NEW,2024-05-02T07:28:37.826999,2024-10-22T17:24:51.837385
1585,CozyLoungeBistro,866,2705,https://buket_name.s3.ap-northeast-1.amazonaws.com/far.jpeg,PROSPECT,2024-03-10T13:46:54.827003,2024-11-16T07:21:13.837428
1517,RusticCornerBistro,334,2417,https://buket_name.s3.ap-northeast-1.amazonaws.com/court.tiff,EXISTING,2024-03-08T19:25:04.827008,2024-06-25T14:49:22.837450
1663,SunnyLoungeBistro,563,2556,https://buket_name.s3.ap-northeast-1.amazonaws.com/maybe.bmp,PROSPECT,2024-04-20T08:24:27.827013,2024-08-27T20:22:09.837472
1709,RusticHutBakery,371,2658,https://buket_name.s3.ap-northeast-1.amazonaws.com/product.jpg,PROSPECT,2024-08-14T21:48:51.827017,2023-12-03T01:24:58.837498
1808,RusticHutEatery,533,2833,https://buket_name.s3.ap-northeast-1.amazonaws.com/age.bmp,EXISTING,2024-10-27T15:46:08.827022,2024-01-20T23:16:56.837520
1109,CharmingHutBistro,722,2463,https://buket_name.s3.ap-northeast-1.amazonaws.com/white.jpeg,NEW,2024-04-28T12:21:48.827026,2024-03-19T16:55:15.837543
1663,GoldenPlateGrill,897,2878,https://buket_name.s3.ap-northeast-1.amazonaws.com/such.jpg,NEW,2024-02-02T13:37:55.827031,2024-08-25T01:17:51.837565
1833,RusticLoungeKitchen,23,2689,https://buket_name.s3.ap-northeast-1.amazonaws.com/training.bmp,EXISTING,2024-10-12T03:42:27.827035,2024-04-04T20:20:53.837589
1442,CharmingCornerDiner,925,2980,https://buket_name.s3.ap-northeast-1.amazonaws.com/cell.jpeg,EXISTING,2024-02-08T18:53:37.827040,2024-03-27T22:52:08.837611
1537,CharmingHouseGrill,775,2505,https://buket_name.s3.ap-northeast-1.amazonaws.com/near.tiff,PROSPECT,2023-11-28T06:30:59.827044,2024-07-21T17:52:10.837633
1076,DeliciousPlateBistro,428,2662,https://buket_name.s3.ap-northeast-1.amazonaws.com/quite.tiff,EXISTING,2024-08-28T17:55:46.827049,2024-10-08T17:30:15.837656
1825,GoldenCornerEatery,73,2658,https://buket_name.s3.ap-northeast-1.amazonaws.com/building.jpeg,EXISTING,2024-03-07T12:14:44.827053,2023-12-04T12:16:42.837680
1124,SpicySpotBakery,173,2188,https://buket_name.s3.ap-northeast-1.amazonaws.com/family.gif,NEW,2024-05-04T10:37:44.827058,2024-06-13T20:33:31.837703
1022,SpicyHutBistro,21,2829,https://buket_name.s3.ap-northeast-1.amazonaws.com/and.bmp,PROSPECT,2024-03-21T22:38:11.827063,2024-03-05T18:36:59.837743
1044,RusticHutBistro,983,2859,https://buket_name.s3.ap-northeast-1.amazonaws.com/describe.bmp,PROSPECT,2024-06-13T17:16:35.827067,2024-06-21T15:47:24.837766
1855,SunnyLoungeBistro,55,2426,https://buket_name.s3.ap-northeast-1.amazonaws.com/event.tiff,EXISTING,2024-11-12T02:04:16.827072,2024-02-13T07:44:25.837788
1570,CharmingCornerCafe,132,2186,https://buket_name.s3.ap-northeast-1.amazonaws.com/forward.png,PROSPECT,2024-09-06T17:48:07.827076,2024-03-26T13:44:41.837810
1954,GoldenLoungeBar,687,2186,https://buket_name.s3.ap-northeast-1.amazonaws.com/writer.jpeg,EXISTING,2024-06-04T06:11:00.827081,2024-07-17T03:42:18.837835
1762,SunnyTableEatery,816,2090,https://buket_name.s3.ap-northeast-1.amazonaws.com/where.png,PROSPECT,2024-05-28T20:17:01.827085,2024-11-20T08:36:20.837857
1116,SunnyTableBar,80,2750,https://buket_name.s3.ap-northeast-1.amazonaws.com/throughout.bmp,EXISTING,2024-10-17T06:25:32.827090,2024-03-16T10:10:25.837879
1182,DeliciousLoungeBistro,796,2993,https://buket_name.s3.ap-northeast-1.amazonaws.com/science.tiff,PROSPECT,2024-01-30T12:14:58.827094,2024-11-19T02:39:52.837902
1038,CharmingCornerBakery,465,2768,https://buket_name.s3.ap-northeast-1.amazonaws.com/reality.png,EXISTING,2024-03-09T10:00:35.827099,2024-10-31T16:34:04.837925
1841,GoldenHutGrill,986,2413,https://buket_name.s3.ap-northeast-1.amazonaws.com/seem.jpg,NEW,2024-09-06T14:30:12.827103,2024-05-31T10:28:47.837949
1866,CozyPlateBistro,805,2708,https://buket_name.s3.ap-northeast-1.amazonaws.com/weight.tiff,PROSPECT,2024-05-04T04:22:18.827108,2024-01-25T22:24:58.837974
1440,CozyCornerEatery,762,2499,https://buket_name.s3.ap-northeast-1.amazonaws.com/push.jpg,NEW,2024-03-06T15:42:36.827112,2024-06-28T03:34:48.837996
1090,DeliciousHutCafe,70,2509,https://buket_name.s3.ap-northeast-1.amazonaws.com/hotel.jpg,EXISTING,2023-12-19T08:15:43.827117,2023-12-21T14:59:54.838018
1553,DeliciousPlateBakery,702,2849,https://buket_name.s3.ap-northeast-1.amazonaws.com/could.png,NEW,2023-12-01T18:08:00.827121,2024-01-18T05:32:27.838040
1365,CharmingTableBakery,79,2104,https://buket_name.s3.ap-northeast-1.amazonaws.com/how.gif,PROSPECT,2024-08-16T08:28:11.827126,2024-01-29T20:26:51.838062
1357,CharmingCornerDiner,265,2504,https://buket_name.s3.ap-northeast-1.amazonaws.com/film.png,EXISTING,2024-11-25T19:43:15.827146,2024-09-30T09:32:03.838086
1037,SpicyHutGrill,515,2336,https://buket_name.s3.ap-northeast-1.amazonaws.com/certainly.bmp,PROSPECT,2024-01-20T20:16:53.827150,2024-08-01T04:16:42.838109
1848,CozyTableBakery,433,2926,https://buket_name.s3.ap-northeast-1.amazonaws.com/experience.gif,PROSPECT,2024-01-31T09:57:25.827155,2024-05-19T04:54:45.838131
1528,SpicyGardenBakery,213,2331,https://buket_name.s3.ap-northeast-1.amazonaws.com/green.jpeg,PROSPECT,2024-09-07T06:44:39.827160,2024-07-17T11:12:24.838154
1519,RusticHutKitchen,102,2130,https://buket_name.s3.ap-northeast-1.amazonaws.com/serious.jpeg,NEW,2024-02-03T20:13:52.827164,2024-07-15T09:43:19.838177
1663,GoldenPlateBar,483,2378,https://buket_name.s3.ap-northeast-1.amazonaws.com/ground.bmp,PROSPECT,2024-11-20T02:36:33.827169,2023-12-21T09:50:15.838199
1242,SpicyHouseCafe,974,2169,https://buket_name.s3.ap-northeast-1.amazonaws.com/also.png,NEW,2024-11-21T15:23:05.827173,2024-01-10T17:17:37.838222
1059,SpicySpotCafe,594,2773,https://buket_name.s3.ap-northeast-1.amazonaws.com/expect.bmp,PROSPECT,2024-03-01T16:48:48.827178,2023-12-16T11:28:18.838244
1884,SunnyHutCafe,79,2936,https://buket_name.s3.ap-northeast-1.amazonaws.com/citizen.gif,NEW,2024-02-22T18:27:54.827182,2024-01-07T17:24:38.838266
1556,CozyGardenDiner,136,2528,https://buket_name.s3.ap-northeast-1.amazonaws.com/figure.png,NEW,2024-06-06T11:25:57.827187,2024-11-03T05:40:42.838299
1634,SunnyLoungeGrill,892,2198,https://buket_name.s3.ap-northeast-1.amazonaws.com/indicate.jpeg,PROSPECT,2024-02-22T06:35:31.827191,2023-11-26T23:54:21.838323
1761,SpicyCornerCafe,308,2952,https://buket_name.s3.ap-northeast-1.amazonaws.com/carry.png,PROSPECT,2024-09-24T17:42:39.827196,2024-10-11T16:46:39.838348
1338,GoldenTableBar,764,2825,https://buket_name.s3.ap-northeast-1.amazonaws.com/building.jpeg,PROSPECT,2024-05-14T13:20:46.827200,2024-06-22T05:34:34.838370
1922,SpicySpotBar,29,2828,https://buket_name.s3.ap-northeast-1.amazonaws.com/side.jpg,NEW,2024-11-17T18:45:50.827205,2023-12-28T03:00:45.838393
1621,CharmingLoungeEatery,751,2519,https://buket_name.s3.ap-northeast-1.amazonaws.com/world.gif,EXISTING,2024-09-29T10:46:51.827209,2023-12-21T12:48:18.838416
1133,DeliciousCornerBar,535,2221,https://buket_name.s3.ap-northeast-1.amazonaws.com/foot.bmp,PROSPECT,2024-10-26T22:09:35.827214,2024-09-21T20:40:18.838439
1144,CharmingHutEatery,227,2027,https://buket_name.s3.ap-northeast-1.amazonaws.com/tough.gif,EXISTING,2024-04-25T22:05:03.827218,2023-12-14T18:33:10.838462
1942,CozyPlateBistro,803,2540,https://buket_name.s3.ap-northeast-1.amazonaws.com/shoulder.png,PROSPECT,2024-04-11T15:06:50.827223,2024-05-29T13:53:45.838485
1408,RusticTableKitchen,551,2776,https://buket_name.s3.ap-northeast-1.amazonaws.com/five.bmp,NEW,2024-11-24T16:33:10.827227,2024-10-08T11:51:26.838508
1685,RusticCornerKitchen,876,2219,https://buket_name.s3.ap-northeast-1.amazonaws.com/thing.jpg,PROSPECT,2024-03-03T16:23:06.827232,2024-06-17T10:15:35.838530
1456,RusticLoungeBar,644,2665,https://buket_name.s3.ap-northeast-1.amazonaws.com/firm.jpeg,NEW,2024-06-03T00:02:07.827236,2024-06-02T10:47:06.838553
1960,SunnyHutBakery,551,2909,https://buket_name.s3.ap-northeast-1.amazonaws.com/boy.jpg,NEW,2024-10-09T12:17:06.827240,2024-01-28T23:21:35.838578
1553,CozyTableBakery,811,2697,https://buket_name.s3.ap-northeast-1.amazonaws.com/option.bmp,EXISTING,2024-04-21T16:09:00.827245,2024-08-12T14:20:20.838600
1762,CozyTableDiner,415,2787,https://buket_name.s3.ap-northeast-1.amazonaws.com/matter.jpg,EXISTING,2024-07-10T17:27:01.827250,2024-09-30T14:48:53.838624
1263,SunnyTableEatery,253,2763,https://buket_name.s3.ap-northeast-1.amazonaws.com/thought.jpeg,PROSPECT,2023-12-19T05:40:17.827254,2024-03-12T10:00:03.838647
1576,CozyHutGrill,800,2663,https://buket_name.s3.ap-northeast-1.amazonaws.com/capital.jpeg,PROSPECT,2023-12-02T21:03:08.827258,2024-05-27T18:53:35.838671
1169,DeliciousHouseBakery,617,2273,https://buket_name.s3.ap-northeast-1.amazonaws.com/business.jpg,EXISTING,2024-01-20T18:27:48.827263,2024-03-04T04:10:21.838693
1372,SunnyTableBistro,500,2417,https://buket_name.s3.ap-northeast-1.amazonaws.com/modern.tiff,NEW,2024-10-06T08:25:42.827267,2024-08-14T22:44:46.838715
1539,CharmingTableBakery,962,2744,https://buket_name.s3.ap-northeast-1.amazonaws.com/always.jpg,NEW,2024-09-11T16:15:19.827272,2024-03-20T00:23:23.838738
1054,GoldenHutBakery,651,2956,https://buket_name.s3.ap-northeast-1.amazonaws.com/government.jpeg,NEW,2024-08-20T01:00:14.827276,2024-01-23T15:51:10.838761
1757,DeliciousSpotEatery,742,2906,https://buket_name.s3.ap-northeast-1.amazonaws.com/right.tiff,EXISTING,2023-12-09T17:00:50.827280,2024-05-05T01:48:50.838783
1341,CozyHutKitchen,986,2728,https://buket_name.s3.ap-northeast-1.amazonaws.com/wide.gif,EXISTING,2023-12-09T00:41:35.827285,2024-11-02T15:12:01.838805
1475,CozyHutEatery,81,2770,https://buket_name.s3.ap-northeast-1.amazonaws.com/produce.gif,NEW,2024-04-07T05:26:49.827289,2024-08-01T03:31:57.838829
1636,CharmingHouseBakery,440,2777,https://buket_name.s3.ap-northeast-1.amazonaws.com/how.png,PROSPECT,2024-05-10T03:41:40.827293,2024-10-15T01:14:00.838851
1209,GoldenTableCafe,231,2935,https://buket_name.s3.ap-northeast-1.amazonaws.com/begin.tiff,NEW,2024-10-07T13:45:20.827298,2024-01-28T14:25:37.838875
1546,DeliciousTableEatery,837,2921,https://buket_name.s3.ap-northeast-1.amazonaws.com/system.bmp,PROSPECT,2023-11-26T20:16:03.827302,2023-12-17T10:52:08.838897
1794,SunnyHouseGrill,614,2968,https://buket_name.s3.ap-northeast-1.amazonaws.com/decade.bmp,NEW,2024-03-18T07:50:22.827307,2024-01-23T13:10:42.838920
1339,CozyLoungeDiner,691,2477,https://buket_name.s3.ap-northeast-1.amazonaws.com/do.tiff,EXISTING,2024-05-29T17:46:26.827312,2024-06-05T22:30:19.838944
1509,GoldenTableDiner,749,2810,https://buket_name.s3.ap-northeast-1.amazonaws.com/image.bmp,EXISTING,2024-03-13T12:15:01.827316,2024-07-18T14:34:45.838967
1374,CozyCornerBistro,487,2282,https://buket_name.s3.ap-northeast-1.amazonaws.com/billion.bmp,PROSPECT,2024-03-03T18:24:22.827321,2023-12-06T15:31:08.839008
1691,CozyHutBistro,36,2985,https://buket_name.s3.ap-northeast-1.amazonaws.com/only.jpg,NEW,2024-01-07T11:11:49.827325,2024-09-11T19:27:30.839031
1307,CharmingPlateEatery,499,2106,https://buket_name.s3.ap-northeast-1.amazonaws.com/figure.png,PROSPECT,2024-02-09T22:48:22.827330,2024-04-17T03:24:27.839055
1919,CharmingCornerCafe,510,2259,https://buket_name.s3.ap-northeast-1.amazonaws.com/wife.jpg,EXISTING,2024-08-11T14:56:24.827334,2024-02-07T07:14:36.839079
1329,DeliciousCornerKitchen,142,2609,https://buket_name.s3.ap-northeast-1.amazonaws.com/story.jpg,PROSPECT,2024-01-14T19:50:09.827338,2024-09-05T00:56:52.839101
1445,SunnyLoungeGrill,927,2983,https://buket_name.s3.ap-northeast-1.amazonaws.com/send.png,NEW,2024-06-04T16:35:03.827343,2024-02-06T18:49:18.839124
1245,DeliciousHutEatery,372,2748,https://buket_name.s3.ap-northeast-1.amazonaws.com/director.tiff,NEW,2024-10-28T08:15:41.827348,2024-11-01T13:25:24.839147
1740,CharmingCornerKitchen,95,2068,https://buket_name.s3.ap-northeast-1.amazonaws.com/because.jpg,PROSPECT,2024-03-22T04:15:36.827352,2024-06-16T10:40:14.839169
1639,GoldenGardenKitchen,193,2612,https://buket_name.s3.ap-northeast-1.amazonaws.com/discussion.jpeg,PROSPECT,2024-03-03T09:59:36.827357,2024-07-29T09:18:09.839193
1912,CharmingPlateBistro,28,2627,https://buket_name.s3.ap-northeast-1.amazonaws.com/pay.jpeg,NEW,2024-06-04T00:29:20.827361,2024-02-09T18:01:50.839216
1918,RusticCornerCafe,572,2907,https://buket_name.s3.ap-northeast-1.amazonaws.com/lawyer.gif,EXISTING,2024-04-27T02:14:15.827366,2024-09-24T22:44:01.839238
1499,SpicyLoungeBar,946,2293,https://buket_name.s3.ap-northeast-1.amazonaws.com/her.gif,PROSPECT,2024-11-23T00:25:36.827372,2024-07-16T21:01:24.839260
1546,DeliciousHouseGrill,871,2877,https://buket_name.s3.ap-northeast-1.amazonaws.com/attack.bmp,PROSPECT,2024-11-21T01:22:10.827377,2024-05-20T02:14:54.839283
1412,CozyLoungeGrill,230,2119,https://buket_name.s3.ap-northeast-1.amazonaws.com/ahead.tiff,NEW,2024-04-15T08:53:51.827381,2024-07-18T02:49:48.839306
1119,RusticSpotCafe,647,2121,https://buket_name.s3.ap-northeast-1.amazonaws.com/live.png,PROSPECT,2024-09-17T12:51:47.827386,2024-03-18T16:37:51.839343
1401,CharmingCornerKitchen,126,2973,https://buket_name.s3.ap-northeast-1.amazonaws.com/defense.tiff,NEW,2024-04-02T08:59:30.827391,2024-02-04T16:09:38.839365
1610,DeliciousPlateBistro,171,2017,https://buket_name.s3.ap-northeast-1.amazonaws.com/modern.bmp,EXISTING,2023-11-27T19:15:15.827395,2024-04-12T08:26:49.839389
1241,SpicyGardenBistro,147,2135,https://buket_name.s3.ap-northeast-1.amazonaws.com/establish.jpg,NEW,2024-03-08T15:35:28.827399,2024-10-06T03:49:51.839413
1416,DeliciousSpotBistro,927,2483,https://buket_name.s3.ap-northeast-1.amazonaws.com/put.gif,PROSPECT,2024-03-19T18:34:42.827404,2024-05-22T03:23:50.839436
1379,SunnyLoungeGrill,32,2882,https://buket_name.s3.ap-northeast-1.amazonaws.com/yourself.bmp,PROSPECT,2024-01-27T18:12:57.827408,2024-04-21T22:04:32.839458
1368,SunnyPlateGrill,332,2620,https://buket_name.s3.ap-northeast-1.amazonaws.com/price.gif,NEW,2023-11-30T23:47:58.827413,2024-11-18T21:54:31.839481
1284,SunnyCornerBakery,336,2483,https://buket_name.s3.ap-northeast-1.amazonaws.com/book.gif,EXISTING,2023-12-26T12:53:13.827417,2024-09-19T06:51:48.839505
1213,SunnyHouseCafe,199,2957,https://buket_name.s3.ap-northeast-1.amazonaws.com/low.gif,PROSPECT,2023-12-09T03:25:11.827422,2024-03-11T15:36:24.839527
1633,DeliciousCornerCafe,239,2589,https://buket_name.s3.ap-northeast-1.amazonaws.com/high.jpg,EXISTING,2024-01-18T16:26:04.827426,2024-10-31T20:14:52.839550
1387,GoldenGardenBakery,264,2892,https://buket_name.s3.ap-northeast-1.amazonaws.com/the.png,NEW,2024-11-10T20:16:42.827431,2024-04-19T20:36:09.839572
1428,RusticTableBar,830,2636,https://buket_name.s3.ap-northeast-1.amazonaws.com/book.gif,EXISTING,2024-10-20T02:15:23.827435,2024-02-25T17:49:18.839595
1362,GoldenCornerBar,840,2482,https://buket_name.s3.ap-northeast-1.amazonaws.com/method.png,EXISTING,2024-02-03T16:41:32.827440,2023-12-08T11:26:24.839617
1205,CharmingGardenBar,826,2923,https://buket_name.s3.ap-northeast-1.amazonaws.com/organization.gif,EXISTING,2024-01-08T15:13:16.827444,2024-02-21T00:10:04.839640
1056,SunnyHutDiner,115,2778,https://buket_name.s3.ap-northeast-1.amazonaws.com/pull.jpg,PROSPECT,2024-03-06T18:23:54.827448,2024-05-21T06:45:13.839662
1220,CharmingGardenBar,856,2906,https://buket_name.s3.ap-northeast-1.amazonaws.com/land.tiff,EXISTING,2024-06-23T19:12:41.827453,2023-12-13T08:14:21.839685
1975,GoldenPlateDiner,152,2251,https://buket_name.s3.ap-northeast-1.amazonaws.com/mission.png,PROSPECT,2024-10-03T05:52:01.827457,2024-08-12T14:31:41.839707
1817,DeliciousPlateDiner,784,2006,https://buket_name.s3.ap-northeast-1.amazonaws.com/whose.tiff,PROSPECT,2024-07-23T00:09:13.827461,2024-11-24T08:34:23.839729
1509,SunnyTableBistro,166,2529,https://buket_name.s3.ap-northeast-1.amazonaws.com/these.jpeg,PROSPECT,2024-06-28T23:52:05.827466,2023-12-19T13:30:24.839751
1598,CozyTableBistro,360,2504,https://buket_name.s3.ap-northeast-1.amazonaws.com/moment.jpg,EXISTING,2024-03-07T22:06:34.827470,2024-07-09T23:26:21.839773
1583,CozyTableBar,46,2023,https://buket_name.s3.ap-northeast-1.amazonaws.com/religious.tiff,PROSPECT,2024-03-18T18:41:03.827475,2024-10-01T08:51:24.839794
1927,GoldenPlateEatery,215,2735,https://buket_name.s3.ap-northeast-1.amazonaws.com/occur.gif,EXISTING,2024-08-17T04:39:32.827479,2024-11-23T20:25:01.839817
1087,RusticTableGrill,65,2963,https://buket_name.s3.ap-northeast-1.amazonaws.com/word.png,PROSPECT,2024-09-11T02:04:26.827483,2024-05-17T15:28:55.839839
1961,GoldenHouseDiner,893,2212,https://buket_name.s3.ap-northeast-1.amazonaws.com/act.gif,NEW,2024-06-18T06:30:21.827487,2024-10-01T13:23:10.839862
1910,SpicyLoungeDiner,737,2021,https://buket_name.s3.ap-northeast-1.amazonaws.com/season.jpeg,NEW,2024-04-16T02:00:24.827492,2024-03-10T01:31:46.839887
1059,RusticPlateCafe,136,2913,https://buket_name.s3.ap-northeast-1.amazonaws.com/way.tiff,NEW,2024-04-10T17:48:00.827497,2024-08-11T12:39:47.839909
1346,DeliciousPlateEatery,333,2246,https://buket_name.s3.ap-northeast-1.amazonaws.com/television.jpeg,NEW,2024-07-26T04:46:44.827501,2024-11-22T17:34:42.839932
1405,CozyGardenBakery,42,2197,https://buket_name.s3.ap-northeast-1.amazonaws.com/also.jpeg,EXISTING,2023-12-14T00:04:02.827506,2023-12-09T04:53:02.839954
1518,CharmingSpotEatery,566,2002,https://buket_name.s3.ap-northeast-1.amazonaws.com/choose.png,PROSPECT,2024-02-01T01:38:49.827510,2024-02-13T15:48:29.839991
1067,DeliciousPlateKitchen,864,2658,https://buket_name.s3.ap-northeast-1.amazonaws.com/player.jpeg,EXISTING,2024-10-22T22:20:14.827515,2024-07-26T12:23:49.840014
2000,CharmingPlateEatery,791,2540,https://buket_name.s3.ap-northeast-1.amazonaws.com/thousand.gif,EXISTING,2024-05-16T08:25:26.827519,2024-03-07T05:28:54.840036
1062,SunnyCornerDiner,295,2990,https://buket_name.s3.ap-northeast-1.amazonaws.com/pass.jpg,EXISTING,2024-01-28T09:55:46.827524,2024-02-07T09:29:57.840059
1051,CozyGardenBar,861,2588,https://buket_name.s3.ap-northeast-1.amazonaws.com/serious.jpeg,NEW,2024-01-07T03:07:49.827528,2024-11-04T22:34:23.840081
